venda_id,data,produto,categoria_produto,canal,campanha,receita,custo,custo_marketing
1816,2024-03-18,Teclado Mecânico,Periféricos,Google Ads,Nenhuma,286.06,192.54,27.07
1817,2024-07-28,"Monitor 27""",Periféricos,Influencers,Black Friday,1188.6,773.78,177.89
1818,2024-11-08,Notebook Pro,Eletrônicos,Facebook Ads,Nenhuma,3317.84,2270.71,60.92
1819,2024-10-03,Smartphone X,Eletrônicos,Facebook Ads,Black Friday,1853.21,1247.59,33.61
1820,2024-02-10,Smartphone X,Eletrônicos,Google Ads,Nenhuma,1955.3,1280.57,48.48
1821,2024-04-11,Cadeira Gamer,Móveis,Orgânico,Nenhuma,807.09,485.18,0.0
1822,2024-10-24,Mesa Escritório,Móveis,Google Ads,Nenhuma,555.32,349.39,26.19
1823,2024-05-31,Teclado Mecânico,Periféricos,Orgânico,Nenhuma,314.75,191.22,0.0
1824,2024-10-16,"Monitor 27""",Periféricos,Orgânico,Nenhuma,1083.39,727.65,0.0
1825,2024-11-15,Teclado Mecânico,Periféricos,Orgânico,Nenhuma,279.62,181.4,0.0
1826,2024-06-02,"Monitor 27""",Periféricos,Email Marketing,Nenhuma,1300.49,811.34,41.85
1827,2024-11-24,"Monitor 27""",Periféricos,Influencers,Black Friday,1130.48,738.33,186.28
1828,2024-12-20,Smartphone X,Eletrônicos,Orgânico,Nenhuma,1802.54,1206.17,0.0
1829,2024-12-15,Mesa Escritório,Móveis,Influencers,Verão Ofertas,558.69,369.14,124.86
1830,2024-01-04,Smartphone X,Eletrônicos,Orgânico,Nenhuma,2021.89,1216.85,0.0
1831,2024-12-18,Notebook Pro,Eletrônicos,Facebook Ads,Verão Ofertas,3793.81,2412.31,71.21
1832,2024-07-07,Smartphone X,Eletrônicos,Google Ads,Institucional,1990.7,1321.53,10.07
1833,2024-04-05,Cadeira Gamer,Móveis,Google Ads,Institucional,870.44,556.38,79.78
1834,2024-07-31,Cadeira Gamer,Móveis,Email Marketing,Verão Ofertas,819.07,524.93,16.0
1835,2024-03-25,Smartphone X,Eletrônicos,Facebook Ads,Black Friday,1913.61,1202.58,59.72
1836,2024-02-28,Mesa Escritório,Móveis,Orgânico,Nenhuma,549.01,331.61,0.0
1837,2024-07-11,Notebook Pro,Eletrônicos,Facebook Ads,Nenhuma,3560.38,2443.35,21.63
1838,2024-06-03,Teclado Mecânico,Periféricos,Orgânico,Nenhuma,284.27,188.36,0.0
1839,2024-10-11,"Monitor 27""",Periféricos,Orgânico,Nenhuma,1220.09,732.81,0.0
1840,2024-09-16,Mesa Escritório,Móveis,Email Marketing,Verão Ofertas,600.4,376.01,30.34
1841,2024-11-06,Notebook Pro,Eletrônicos,Email Marketing,Verão Ofertas,3534.95,2224.07,63.1
1842,2024-05-28,Notebook Pro,Eletrônicos,Influencers,Institucional,3377.99,2062.26,154.9
1843,2024-10-12,"Monitor 27""",Periféricos,Google Ads,Nenhuma,1254.52,776.66,21.55
1844,2024-10-27,"Monitor 27""",Periféricos,Orgânico,Nenhuma,1184.36,717.26,0.0
1845,2024-04-09,Cadeira Gamer,Móveis,Email Marketing,Nenhuma,866.62,596.85,43.86
1846,2024-09-14,Notebook Pro,Eletrônicos,Email Marketing,Verão Ofertas,3689.36,2527.38,55.85
1847,2024-01-22,Mesa Escritório,Móveis,Influencers,Verão Ofertas,594.51,409.13,165.75
1848,2024-10-08,Cadeira Gamer,Móveis,Google Ads,Nenhuma,744.42,518.41,78.84
1849,2024-09-12,Cadeira Gamer,Móveis,Facebook Ads,Semana Tech,787.52,500.94,74.3
1850,2024-07-23,Mesa Escritório,Móveis,Google Ads,Verão Ofertas,598.4,405.56,40.19
1851,2024-04-03,Cadeira Gamer,Móveis,Orgânico,Nenhuma,849.64,591.02,0.0
1852,2024-12-17,Notebook Pro,Eletrônicos,Google Ads,Semana Tech,3460.56,2354.78,55.94
1853,2024-07-01,Cadeira Gamer,Móveis,Google Ads,Black Friday,721.52,482.81,12.26
1854,2024-12-26,"Monitor 27""",Periféricos,Influencers,Institucional,1200.86,834.99,85.02
1855,2024-05-25,"Monitor 27""",Periféricos,Orgânico,Nenhuma,1282.57,822.54,0.0
1856,2024-08-22,Cadeira Gamer,Móveis,Email Marketing,Black Friday,806.49,529.4,22.95
1857,2024-04-17,Teclado Mecânico,Periféricos,Email Marketing,Semana Tech,322.28,211.02,66.73
1858,2024-11-27,Smartphone X,Eletrônicos,Influencers,Institucional,2111.21,1445.27,195.99
1859,2024-03-10,"Monitor 27""",Periféricos,Facebook Ads,Verão Ofertas,1216.16,802.21,54.08
1860,2024-05-14,Smartphone X,Eletrônicos,Google Ads,Semana Tech,1802.75,1178.9,19.65
1861,2024-04-24,Mesa Escritório,Móveis,Google Ads,Verão Ofertas,626.21,420.14,66.46
1862,2024-07-23,Notebook Pro,Eletrônicos,Influencers,Nenhuma,3226.55,2150.15,165.96
1863,2024-09-23,Notebook Pro,Eletrônicos,Influencers,Verão Ofertas,3815.41,2391.6,129.28
1864,2024-09-08,"Monitor 27""",Periféricos,Google Ads,Verão Ofertas,1169.48,720.46,20.03
1865,2024-11-05,Notebook Pro,Eletrônicos,Influencers,Nenhuma,3704.61,2363.66,172.62
1866,2024-10-30,Cadeira Gamer,Móveis,Facebook Ads,Nenhuma,732.66,464.56,44.64
1867,2024-01-22,Teclado Mecânico,Periféricos,Orgânico,Nenhuma,285.33,189.8,0.0
1868,2024-05-20,"Monitor 27""",Periféricos,Facebook Ads,Black Friday,1120.41,700.04,29.37
1869,2024-08-15,Smartphone X,Eletrônicos,Google Ads,Semana Tech,2035.14,1392.19,26.16
1870,2024-11-03,Teclado Mecânico,Periféricos,Facebook Ads,Institucional,302.4,195.44,20.61
1871,2024-11-02,"Monitor 27""",Periféricos,Orgânico,Nenhuma,1084.15,693.09,0.0
1872,2024-06-05,"Monitor 27""",Periféricos,Email Marketing,Semana Tech,1161.15,717.76,58.63
1873,2024-02-01,Smartphone X,Eletrônicos,Facebook Ads,Nenhuma,1894.09,1266.09,53.56
1874,2024-02-18,"Monitor 27""",Periféricos,Google Ads,Black Friday,1263.13,822.94,43.15
1875,2024-04-29,Mesa Escritório,Móveis,Google Ads,Institucional,543.99,362.91,66.26
1876,2024-06-19,Notebook Pro,Eletrônicos,Email Marketing,Institucional,3456.25,2354.16,11.24
1877,2024-12-17,Notebook Pro,Eletrônicos,Influencers,Verão Ofertas,3237.95,2239.81,142.81
1878,2024-12-19,Cadeira Gamer,Móveis,Email Marketing,Verão Ofertas,875.95,541.64,26.36
1879,2024-08-03,Cadeira Gamer,Móveis,Google Ads,Nenhuma,736.82,473.94,76.37
1880,2024-08-14,Mesa Escritório,Móveis,Facebook Ads,Semana Tech,638.26,446.48,49.33
1881,2024-10-23,Notebook Pro,Eletrônicos,Google Ads,Institucional,3388.63,2040.85,27.29
1882,2024-09-10,Smartphone X,Eletrônicos,Google Ads,Black Friday,2182.42,1409.64,74.78
1883,2024-05-06,Teclado Mecânico,Periféricos,Influencers,Nenhuma,281.54,188.0,143.33
1884,2024-01-01,Teclado Mecânico,Periféricos,Influencers,Black Friday,274.26,183.94,134.46
1885,2024-10-06,Notebook Pro,Eletrônicos,Email Marketing,Black Friday,3683.1,2299.13,12.2
1886,2024-02-14,Mesa Escritório,Móveis,Influencers,Nenhuma,645.32,399.41,115.95
1887,2024-03-17,Cadeira Gamer,Móveis,Facebook Ads,Nenhuma,859.33,545.05,41.54
1888,2024-02-22,"Monitor 27""",Periféricos,Orgânico,Nenhuma,1093.46,756.48,0.0
1889,2024-12-13,Cadeira Gamer,Móveis,Influencers,Semana Tech,721.2,447.92,103.86
1890,2024-02-15,Mesa Escritório,Móveis,Email Marketing,Nenhuma,579.26,389.21,40.1
1891,2024-06-02,"Monitor 27""",Periféricos,Facebook Ads,Institucional,1279.11,780.99,46.3
1892,2024-11-27,Smartphone X,Eletrônicos,Google Ads,Black Friday,2029.88,1254.61,54.82
1893,2024-11-21,Teclado Mecânico,Periféricos,Influencers,Verão Ofertas,321.89,214.05,154.07
1894,2024-07-25,Notebook Pro,Eletrônicos,Facebook Ads,Verão Ofertas,3845.07,2359.88,70.89
1895,2024-10-09,Smartphone X,Eletrônicos,Influencers,Nenhuma,2028.67,1306.76,168.54
1896,2024-04-12,Cadeira Gamer,Móveis,Influencers,Verão Ofertas,833.9,528.25,185.93
1897,2024-01-09,Smartphone X,Eletrônicos,Orgânico,Nenhuma,2189.34,1438.52,0.0
1898,2024-07-24,Mesa Escritório,Móveis,Google Ads,Institucional,540.58,354.97,14.35
1899,2024-09-28,Mesa Escritório,Móveis,Facebook Ads,Institucional,585.01,351.68,19.62
1900,2024-11-27,Notebook Pro,Eletrônicos,Google Ads,Verão Ofertas,3694.37,2253.93,61.21
1901,2024-07-21,Cadeira Gamer,Móveis,Orgânico,Nenhuma,721.52,444.79,0.0
1902,2024-12-22,Teclado Mecânico,Periféricos,Orgânico,Nenhuma,329.44,227.95,0.0
1903,2024-08-18,Smartphone X,Eletrônicos,Facebook Ads,Verão Ofertas,1983.98,1277.63,79.19
1904,2024-03-11,Teclado Mecânico,Periféricos,Influencers,Institucional,273.55,176.44,161.15
1905,2024-12-25,Teclado Mecânico,Periféricos,Orgânico,Nenhuma,272.91,180.81,0.0
1906,2024-08-10,Mesa Escritório,Móveis,Google Ads,Black Friday,626.21,412.96,14.22
1907,2024-10-16,Cadeira Gamer,Móveis,Email Marketing,Institucional,830.62,578.45,22.05
1908,2024-07-21,Smartphone X,Eletrônicos,Orgânico,Nenhuma,2112.77,1412.36,0.0
1909,2024-11-17,Notebook Pro,Eletrônicos,Orgânico,Nenhuma,3158.88,1961.66,0.0
1910,2024-10-13,Smartphone X,Eletrônicos,Orgânico,Nenhuma,2110.98,1410.64,0.0
1911,2024-08-17,Notebook Pro,Eletrônicos,Facebook Ads,Black Friday,3437.91,2218.76,76.08
1912,2024-03-05,Notebook Pro,Eletrônicos,Facebook Ads,Semana Tech,3825.99,2298.99,74.86
1913,2024-12-18,Teclado Mecânico,Periféricos,Facebook Ads,Semana Tech,299.26,194.63,47.64
1914,2024-02-18,"Monitor 27""",Periféricos,Google Ads,Semana Tech,1086.25,677.08,75.2
1915,2024-08-09,Notebook Pro,Eletrônicos,Orgânico,Nenhuma,3174.74,2158.87,0.0
1916,2024-10-31,Teclado Mecânico,Periféricos,Email Marketing,Nenhuma,282.12,190.86,68.09
1917,2024-02-04,Teclado Mecânico,Periféricos,Orgânico,Nenhuma,310.51,209.07,0.0
1918,2024-03-10,Teclado Mecânico,Periféricos,Facebook Ads,Verão Ofertas,299.48,185.32,29.46
1919,2024-05-28,Teclado Mecânico,Periféricos,Influencers,Black Friday,286.96,183.7,62.72
1920,2024-02-27,Teclado Mecânico,Periféricos,Influencers,Semana Tech,323.59,224.33,185.18
1921,2024-09-11,Teclado Mecânico,Periféricos,Orgânico,Nenhuma,301.85,189.6,0.0
1922,2024-06-03,Notebook Pro,Eletrônicos,Influencers,Black Friday,3672.73,2212.51,110.82
1923,2024-12-05,Smartphone X,Eletrônicos,Google Ads,Institucional,2156.1,1323.49,42.76
1924,2024-05-07,Mesa Escritório,Móveis,Google Ads,Institucional,613.55,422.33,63.74
1925,2024-07-28,"Monitor 27""",Periféricos,Orgânico,Nenhuma,1208.74,830.12,0.0
1926,2024-11-09,Teclado Mecânico,Periféricos,Influencers,Nenhuma,324.03,211.0,81.9
1927,2024-09-14,Cadeira Gamer,Móveis,Orgânico,Nenhuma,846.26,580.59,0.0
1928,2024-04-22,Cadeira Gamer,Móveis,Influencers,Nenhuma,827.37,551.77,87.62
1929,2024-07-11,"Monitor 27""",Periféricos,Email Marketing,Semana Tech,1118.95,775.38,44.85
1930,2024-04-26,Teclado Mecânico,Periféricos,Google Ads,Semana Tech,305.09,187.95,49.79
1931,2024-05-14,Cadeira Gamer,Móveis,Google Ads,Black Friday,826.48,546.47,16.36
1932,2024-02-06,Teclado Mecânico,Periféricos,Google Ads,Black Friday,306.27,212.06,16.71
1933,2024-06-23,Smartphone X,Eletrônicos,Influencers,Nenhuma,2085.32,1325.98,105.6
1934,2024-10-25,Teclado Mecânico,Periféricos,Orgânico,Nenhuma,309.37,210.6,0.0
1935,2024-06-04,Cadeira Gamer,Móveis,Influencers,Institucional,799.5,509.8,52.41
1936,2024-09-09,Notebook Pro,Eletrônicos,Email Marketing,Institucional,3411.5,2151.08,42.28
1937,2024-03-15,Teclado Mecânico,Periféricos,Email Marketing,Nenhuma,289.7,184.82,33.43
1938,2024-11-14,Cadeira Gamer,Móveis,Influencers,Black Friday,849.89,538.86,177.5
1939,2024-04-12,Teclado Mecânico,Periféricos,Google Ads,Verão Ofertas,295.3,197.96,59.4
1940,2024-01-27,Mesa Escritório,Móveis,Email Marketing,Black Friday,633.21,404.38,37.71
1941,2024-11-13,Notebook Pro,Eletrônicos,Influencers,Institucional,3452.26,2400.21,55.59
1942,2024-12-26,Smartphone X,Eletrônicos,Influencers,Nenhuma,2058.09,1363.25,186.71
1943,2024-02-02,Teclado Mecânico,Periféricos,Influencers,Verão Ofertas,297.75,191.89,59.82
1944,2024-02-01,Teclado Mecânico,Periféricos,Orgânico,Nenhuma,287.31,181.29,0.0
1945,2024-09-29,Teclado Mecânico,Periféricos,Email Marketing,Institucional,321.93,211.17,21.11
1946,2024-11-26,Mesa Escritório,Móveis,Facebook Ads,Black Friday,541.04,336.43,66.09
1947,2024-09-25,Cadeira Gamer,Móveis,Email Marketing,Institucional,768.57,537.68,64.25
1948,2024-08-11,Mesa Escritório,Móveis,Email Marketing,Institucional,573.2,394.34,39.3
1949,2024-09-24,Mesa Escritório,Móveis,Orgânico,Nenhuma,573.52,389.49,0.0
1950,2024-09-08,Smartphone X,Eletrônicos,Influencers,Nenhuma,2131.93,1475.77,155.12
1951,2024-01-05,Cadeira Gamer,Móveis,Facebook Ads,Institucional,798.91,489.93,53.13
1952,2024-05-14,Notebook Pro,Eletrônicos,Google Ads,Institucional,3202.74,2165.64,62.26
1953,2024-08-11,Cadeira Gamer,Móveis,Orgânico,Nenhuma,812.07,558.81,0.0
1954,2024-04-17,"Monitor 27""",Periféricos,Influencers,Nenhuma,1107.73,753.76,177.35
1955,2024-01-30,Mesa Escritório,Móveis,Orgânico,Nenhuma,613.12,391.19,0.0
1956,2024-05-10,Teclado Mecânico,Periféricos,Facebook Ads,Institucional,304.52,206.99,70.22
1957,2024-04-07,Smartphone X,Eletrônicos,Google Ads,Institucional,1973.11,1346.54,11.94
1958,2024-10-17,Teclado Mecânico,Periféricos,Email Marketing,Institucional,304.16,200.26,24.3
1959,2024-10-06,Smartphone X,Eletrônicos,Orgânico,Nenhuma,2089.87,1389.28,0.0
1960,2024-04-09,Cadeira Gamer,Móveis,Influencers,Institucional,856.73,545.29,119.49
1961,2024-06-02,Notebook Pro,Eletrônicos,Google Ads,Verão Ofertas,3601.48,2197.91,20.74
1962,2024-01-13,"Monitor 27""",Periféricos,Facebook Ads,Semana Tech,1202.06,763.21,27.31
1963,2024-06-30,Cadeira Gamer,Móveis,Facebook Ads,Verão Ofertas,827.5,511.87,67.53
1964,2024-07-04,Notebook Pro,Eletrônicos,Google Ads,Black Friday,3525.5,2155.33,42.76
1965,2024-03-20,"Monitor 27""",Periféricos,Orgânico,Nenhuma,1255.22,799.53,0.0
1966,2024-06-28,"Monitor 27""",Periféricos,Orgânico,Nenhuma,1188.09,797.72,0.0
1967,2024-12-07,Cadeira Gamer,Móveis,Google Ads,Institucional,740.27,503.38,75.65
1968,2024-06-01,Notebook Pro,Eletrônicos,Influencers,Semana Tech,3325.25,2264.22,96.52
1969,2024-02-15,Notebook Pro,Eletrônicos,Google Ads,Verão Ofertas,3423.15,2282.3,35.71
1970,2024-08-02,Cadeira Gamer,Móveis,Influencers,Black Friday,735.8,451.26,57.04
1971,2024-12-22,Smartphone X,Eletrônicos,Influencers,Black Friday,2023.95,1308.47,78.05
1972,2024-10-05,Smartphone X,Eletrônicos,Orgânico,Nenhuma,2044.47,1331.75,0.0
1973,2024-09-08,Smartphone X,Eletrônicos,Google Ads,Nenhuma,2088.99,1286.66,62.41
1974,2024-02-05,Mesa Escritório,Móveis,Email Marketing,Institucional,594.36,380.27,76.61
1975,2024-03-31,Cadeira Gamer,Móveis,Influencers,Institucional,754.23,490.0,163.13
1976,2024-12-20,Notebook Pro,Eletrônicos,Orgânico,Nenhuma,3353.88,2315.65,0.0
1977,2024-02-29,Smartphone X,Eletrônicos,Influencers,Black Friday,1885.36,1266.41,181.67
1978,2024-01-11,Mesa Escritório,Móveis,Orgânico,Nenhuma,659.73,457.65,0.0
1979,2024-11-27,Teclado Mecânico,Periféricos,Facebook Ads,Black Friday,275.36,186.51,78.66
1980,2024-07-14,Notebook Pro,Eletrônicos,Google Ads,Semana Tech,3816.38,2557.38,62.56
1981,2024-12-29,Teclado Mecânico,Periféricos,Influencers,Institucional,273.21,188.07,153.92
1982,2024-10-27,Mesa Escritório,Móveis,Facebook Ads,Black Friday,604.37,396.64,59.7
1983,2024-01-15,Smartphone X,Eletrônicos,Facebook Ads,Verão Ofertas,2182.56,1424.42,79.34
1984,2024-01-15,Teclado Mecânico,Periféricos,Google Ads,Black Friday,304.4,186.23,23.19
1985,2024-05-29,"Monitor 27""",Periféricos,Google Ads,Verão Ofertas,1104.22,699.87,53.32
1986,2024-11-13,"Monitor 27""",Periféricos,Google Ads,Nenhuma,1156.0,767.98,52.07
1987,2024-08-13,Teclado Mecânico,Periféricos,Influencers,Nenhuma,309.08,195.34,187.08
1988,2024-10-02,Mesa Escritório,Móveis,Orgânico,Nenhuma,616.06,390.78,0.0
1989,2024-02-27,Smartphone X,Eletrônicos,Email Marketing,Verão Ofertas,2167.61,1442.04,67.77
1990,2024-11-02,Mesa Escritório,Móveis,Email Marketing,Nenhuma,589.65,390.69,17.56
1991,2024-01-11,Teclado Mecânico,Periféricos,Influencers,Nenhuma,281.02,173.87,184.0
1992,2024-11-10,Mesa Escritório,Móveis,Facebook Ads,Black Friday,608.37,404.9,46.54
1993,2024-06-18,Notebook Pro,Eletrônicos,Email Marketing,Verão Ofertas,3234.35,2000.48,62.83
1994,2024-10-08,Teclado Mecânico,Periféricos,Facebook Ads,Nenhuma,294.76,183.59,45.43
1995,2024-04-10,Notebook Pro,Eletrônicos,Influencers,Nenhuma,3629.77,2524.9,114.66
1996,2024-01-09,Cadeira Gamer,Móveis,Orgânico,Nenhuma,793.51,521.68,0.0
1997,2024-04-07,Mesa Escritório,Móveis,Influencers,Institucional,573.22,385.12,171.75
1998,2024-09-22,Mesa Escritório,Móveis,Google Ads,Semana Tech,623.01,417.06,38.19
1999,2024-12-07,Cadeira Gamer,Móveis,Influencers,Semana Tech,744.18,473.7,134.79
2000,2024-03-22,Teclado Mecânico,Periféricos,Influencers,Institucional,298.22,197.76,197.01
2001,2024-06-20,Mesa Escritório,Móveis,Facebook Ads,Institucional,551.77,353.17,38.51
2002,2024-06-26,Mesa Escritório,Móveis,Orgânico,Nenhuma,544.98,355.48,0.0
2003,2024-09-29,Cadeira Gamer,Móveis,Orgânico,Nenhuma,794.89,532.89,0.0
2004,2024-05-08,Smartphone X,Eletrônicos,Influencers,Institucional,1901.61,1260.88,151.39
2005,2024-02-14,Teclado Mecânico,Periféricos,Google Ads,Institucional,302.79,204.02,21.67
2006,2024-01-04,"Monitor 27""",Periféricos,Google Ads,Institucional,1221.66,782.58,70.91
2007,2024-12-18,Smartphone X,Eletrônicos,Facebook Ads,Verão Ofertas,2170.33,1488.27,14.27
2008,2024-09-29,Mesa Escritório,Móveis,Email Marketing,Nenhuma,620.85,390.75,63.65
2009,2024-10-13,Teclado Mecânico,Periféricos,Google Ads,Verão Ofertas,284.02,178.06,19.72
2010,2024-05-27,Mesa Escritório,Móveis,Facebook Ads,Semana Tech,598.76,383.44,40.02
2011,2024-04-02,Smartphone X,Eletrônicos,Email Marketing,Institucional,1989.85,1218.34,76.76
2012,2024-11-17,Cadeira Gamer,Móveis,Orgânico,Nenhuma,726.42,456.43,0.0
2013,2024-02-21,Teclado Mecânico,Periféricos,Email Marketing,Nenhuma,277.83,174.35,23.33
2014,2024-01-18,Notebook Pro,Eletrônicos,Facebook Ads,Nenhuma,3699.98,2301.12,43.56
2015,2024-04-03,Teclado Mecânico,Periféricos,Email Marketing,Verão Ofertas,288.13,196.38,49.73
2016,2024-12-14,Smartphone X,Eletrônicos,Facebook Ads,Black Friday,1928.75,1262.45,34.79
2017,2024-11-09,Cadeira Gamer,Móveis,Orgânico,Nenhuma,794.04,555.05,0.0
2018,2024-04-18,Teclado Mecânico,Periféricos,Orgânico,Nenhuma,291.12,176.75,0.0
2019,2024-01-19,"Monitor 27""",Periféricos,Facebook Ads,Nenhuma,1123.92,779.47,53.12
2020,2024-09-23,Smartphone X,Eletrônicos,Influencers,Institucional,1910.88,1313.73,80.74
2021,2024-02-24,Teclado Mecânico,Periféricos,Facebook Ads,Verão Ofertas,281.1,169.4,41.31
2022,2024-05-28,Teclado Mecânico,Periféricos,Email Marketing,Nenhuma,301.73,189.27,57.5
2023,2024-05-21,Smartphone X,Eletrônicos,Facebook Ads,Black Friday,2007.83,1343.23,46.4
2024,2024-07-25,Mesa Escritório,Móveis,Facebook Ads,Black Friday,609.53,370.86,68.81
2025,2024-12-24,Smartphone X,Eletrônicos,Orgânico,Nenhuma,2076.36,1248.95,0.0
2026,2024-01-31,Mesa Escritório,Móveis,Orgânico,Nenhuma,594.79,384.04,0.0
2027,2024-05-22,Notebook Pro,Eletrônicos,Google Ads,Semana Tech,3551.5,2151.37,16.72
2028,2024-11-27,Cadeira Gamer,Móveis,Email Marketing,Institucional,877.74,569.92,48.31
2029,2024-09-06,Teclado Mecânico,Periféricos,Orgânico,Nenhuma,271.04,178.35,0.0
2030,2024-10-31,Notebook Pro,Eletrônicos,Email Marketing,Verão Ofertas,3708.31,2494.3,13.66
2031,2024-02-26,"Monitor 27""",Periféricos,Email Marketing,Black Friday,1262.22,824.69,45.99
2032,2024-11-13,Cadeira Gamer,Móveis,Email Marketing,Verão Ofertas,878.79,573.11,51.73
2033,2024-10-20,Cadeira Gamer,Móveis,Facebook Ads,Institucional,789.37,545.37,45.81
2034,2024-01-20,Smartphone X,Eletrônicos,Google Ads,Verão Ofertas,1821.61,1108.6,11.71
2035,2024-07-13,Cadeira Gamer,Móveis,Google Ads,Semana Tech,732.77,452.0,44.86
2036,2024-09-03,Cadeira Gamer,Móveis,Orgânico,Nenhuma,786.83,539.39,0.0
2037,2024-11-04,"Monitor 27""",Periféricos,Google Ads,Semana Tech,1191.64,726.58,66.55
2038,2024-11-29,Smartphone X,Eletrônicos,Email Marketing,Verão Ofertas,2009.2,1210.39,44.48
2039,2024-09-11,Mesa Escritório,Móveis,Orgânico,Nenhuma,587.47,392.07,0.0
2040,2024-07-25,"Monitor 27""",Periféricos,Facebook Ads,Nenhuma,1229.44,812.62,77.04
2041,2024-05-11,"Monitor 27""",Periféricos,Google Ads,Institucional,1186.33,786.24,63.47
2042,2024-04-09,Mesa Escritório,Móveis,Facebook Ads,Black Friday,616.26,388.93,75.62
2043,2024-11-07,Notebook Pro,Eletrônicos,Email Marketing,Nenhuma,3526.89,2445.88,58.79
2044,2024-09-18,Smartphone X,Eletrônicos,Orgânico,Nenhuma,1932.43,1340.99,0.0
2045,2024-05-09,Notebook Pro,Eletrônicos,Orgânico,Nenhuma,3573.06,2263.29,0.0
2046,2024-03-30,Mesa Escritório,Móveis,Influencers,Verão Ofertas,620.1,418.23,69.82
2047,2024-03-12,Mesa Escritório,Móveis,Orgânico,Nenhuma,647.68,415.67,0.0
2048,2024-01-18,Mesa Escritório,Móveis,Orgânico,Nenhuma,623.29,383.82,0.0
2049,2024-11-29,Notebook Pro,Eletrônicos,Facebook Ads,Institucional,3730.53,2469.92,74.6
2050,2024-11-17,Notebook Pro,Eletrônicos,Influencers,Black Friday,3758.65,2544.98,88.54
2051,2024-09-01,Notebook Pro,Eletrônicos,Influencers,Black Friday,3253.55,2008.18,90.5
2052,2024-09-28,"Monitor 27""",Periféricos,Google Ads,Nenhuma,1207.99,802.14,39.22
2053,2024-01-29,Cadeira Gamer,Móveis,Orgânico,Nenhuma,821.63,516.8,0.0
2054,2024-07-10,Notebook Pro,Eletrônicos,Orgânico,Nenhuma,3154.65,2121.37,0.0
2055,2024-11-11,Mesa Escritório,Móveis,Influencers,Black Friday,599.77,368.35,189.74
2056,2024-07-16,Mesa Escritório,Móveis,Email Marketing,Semana Tech,624.51,428.0,61.37
2057,2024-01-29,Smartphone X,Eletrônicos,Orgânico,Nenhuma,2182.74,1383.44,0.0
2058,2024-12-02,Cadeira Gamer,Móveis,Influencers,Semana Tech,862.79,569.8,189.43
2059,2024-07-03,"Monitor 27""",Periféricos,Orgânico,Nenhuma,1107.87,717.05,0.0
2060,2024-02-10,Mesa Escritório,Móveis,Email Marketing,Black Friday,649.82,442.82,46.23
2061,2024-12-31,Cadeira Gamer,Móveis,Influencers,Nenhuma,767.22,481.33,146.83
2062,2024-08-10,Mesa Escritório,Móveis,Orgânico,Nenhuma,556.96,338.03,0.0
2063,2024-10-14,Notebook Pro,Eletrônicos,Influencers,Nenhuma,3369.98,2069.68,86.87
2064,2024-06-15,Mesa Escritório,Móveis,Facebook Ads,Institucional,636.4,417.57,36.5
2065,2024-01-16,Teclado Mecânico,Periféricos,Facebook Ads,Semana Tech,323.3,224.53,79.44
2066,2024-11-15,Notebook Pro,Eletrônicos,Orgânico,Nenhuma,3787.65,2395.63,0.0
2067,2024-08-10,Teclado Mecânico,Periféricos,Facebook Ads,Verão Ofertas,286.01,194.64,57.18
2068,2024-07-08,Cadeira Gamer,Móveis,Influencers,Nenhuma,767.63,497.27,56.63
2069,2024-07-10,Smartphone X,Eletrônicos,Email Marketing,Verão Ofertas,2167.13,1444.34,64.53
2070,2024-12-30,Notebook Pro,Eletrônicos,Google Ads,Black Friday,3536.63,2177.96,15.18
2071,2024-02-04,Cadeira Gamer,Móveis,Orgânico,Nenhuma,740.03,449.2,0.0
2072,2024-09-26,Notebook Pro,Eletrônicos,Email Marketing,Verão Ofertas,3267.22,2183.14,15.29
2073,2024-11-19,Notebook Pro,Eletrônicos,Influencers,Verão Ofertas,3403.41,2371.17,184.26
2074,2024-08-07,Teclado Mecânico,Periféricos,Facebook Ads,Semana Tech,327.06,209.17,61.11
2075,2024-01-20,Smartphone X,Eletrônicos,Email Marketing,Verão Ofertas,2014.7,1370.93,18.42
2076,2024-10-20,Teclado Mecânico,Periféricos,Orgânico,Nenhuma,280.32,195.45,0.0
2077,2024-10-02,Mesa Escritório,Móveis,Orgânico,Nenhuma,559.97,373.41,0.0
2078,2024-05-14,Cadeira Gamer,Móveis,Google Ads,Institucional,837.41,548.61,58.06
2079,2024-09-18,Notebook Pro,Eletrônicos,Influencers,Nenhuma,3556.92,2418.53,118.68
2080,2024-07-18,Teclado Mecânico,Periféricos,Email Marketing,Institucional,275.55,170.28,12.53
2081,2024-07-18,"Monitor 27""",Periféricos,Influencers,Institucional,1199.31,747.06,138.16
2082,2024-10-25,Notebook Pro,Eletrônicos,Influencers,Institucional,3846.24,2497.77,68.17
2083,2024-08-15,Teclado Mecânico,Periféricos,Email Marketing,Black Friday,311.99,208.25,70.56
2084,2024-06-21,Cadeira Gamer,Móveis,Facebook Ads,Semana Tech,841.36,549.92,26.08
2085,2024-05-15,Smartphone X,Eletrônicos,Email Marketing,Verão Ofertas,1816.39,1267.68,66.45
2086,2024-09-27,"Monitor 27""",Periféricos,Influencers,Verão Ofertas,1276.34,801.42,129.44
2087,2024-12-31,Notebook Pro,Eletrônicos,Email Marketing,Nenhuma,3179.41,1971.63,61.16
2088,2024-10-16,Mesa Escritório,Móveis,Orgânico,Nenhuma,658.7,444.05,0.0
